"ISSN","TIULO","ESTRATO"
"00913847","PHYSICIAN AND SPORTSMEDICINE","A2"
"00914037","INTERNATIONAL JOURNAL OF POLYMERIC MATERIALS (PRINT)","A1"
"00914916","JOURNAL OF NUCLEAR MEDICINE TECHNOLOGY","B3"
"00916331","EXERCISE AND SPORT SCIENCES REVIEWS (PRINT)","A1"
"00916749","JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY","A1"
"00916765","ENVIRONMENTAL HEALTH PERSPECTIVES","A1"
"00917370","ANNALS OF CLINICAL AND LABORATORY SCIENCE","B3"
"00917435","PREVENTIVE MEDICINE","B1"
"00917435","PREVENTIVE MEDICINE (1972. PRINT)","A1"
"00917451","COLD SPRING HARBOR SYMPOSIA ON QUANTITATIVE BIOLOGY","B1"
"00917613","GEOLOGY","A1"
"00917613","GEOLOGY (BOULDER, COLO.)","A1"
"00918369","JOURNAL OF HOMOSEXUALITY","B1"
"00920606","JOURNAL OF BIOLOGICAL PHYSICS (PRINT)","B3"
"00920703","JOURNAL OF THE ACADEMY OF MARKETING SCIENCE","A1"
"00922102","INTERFACES (PROVIDENCE)","B1"
"00925853","AMERICAN JOURNAL OF POLITICAL SCIENCE","A1"
"0092623X","JOURNAL OF SEX & MARITAL THERAPY","B2"
"00927872","COMMUNICATIONS IN ALGEBRA","B1"
"00928240","BULLETIN OF MATHEMATICAL BIOLOGY (PRINT)","A2"
"00928674","CELL (CAMBRIDGE)","A1"
"00933813","IEEE TRANSACTIONS ON PLASMA SCIENCE","A2"
"00934666","MYCOTAXON","B1"
"00935301","JOURNAL OF CONSUMER RESEARCH","A1"
"00935387","UNDERSEA BIOMEDICAL RESEARCH","B4"
"00935433","JOURNAL OF THE OPTICAL SOCIETY OF AMERICA","B2"
"00936413","MECHANICS RESEARCH COMMUNICATIONS","A2"
"0093691X","THERIOGENOLOGY","A2"
"00937711","IMMUNOGENETICS (NEW YORK)","B2"
"0093934X","BRAIN AND LANGUAGE","A1"
"00939994","IEEE TRANSACTIONS ON INDUSTRY APPLICATIONS","A1"
"00940496","AMERICAN ETHNOLOGIST","A1"
"0094114X","MECHANISM AND MACHINE THEORY","A2"
"00941298","CLINICS IN PLASTIC SURGERY","B2"
"00941700","JOURNAL OF SPORT HISTORY","A2"
"00942405","MEDICAL PHYSICS","B1"
"00942405","MEDICAL PHYSICS (LANCASTER)","A1"
"0094243X","AIP CONFERENCE PROCEEDINGS","B4"
"00942898","2010 42ND SOUTHEASTERN SYMPOSIUM ON SYSTEM THEORY (SSST)","C "
"00943061","CONTEMPORARY SOCIOLOGY (WASHINGTON)","A1"
"00944289","JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY","B1"
"00945145","JOURNAL OF COMMUNITY HEALTH","A2"
"00945765","ACTA ASTRONAUTICA","A2"
"0094582X","LATIN AMERICAN PERSPECTIVES","A1"
"00946176","SEMINARS IN THROMBOSIS AND HEMOSTASIS (PRINT)","A2"
"00946354","A.A.N.A. JOURNAL","B3"
"00948276","GEOPHYSICAL RESEARCH LETTERS","A1"
"00948373","PALEOBIOLOGY","B1"
"00949655","JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION","B1"
"00949655","JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION (PRINT)","A2"
"00949930","JOURNAL OF PRESSURE VESSEL TECHNOLOGY","B1"
"00951137","JOURNAL OF CLINICAL MICROBIOLOGY","A2"
"00951137","JOURNAL OF CLINICAL MICROBIOLOGY (PRINT)","A1"
"0095182X","AMERICAN INDIAN QUARTERLY (PRINT)","B3"
"00952443","JOURNAL OF ELASTOMERS AND PLASTICS (PRINT)","A2"
"00952583","ECONOMIC INQUIRY","A1"
"00952990","THE AMERICAN JOURNAL OF DRUG AND ALCOHOL ABUSE (PRINT)","B1"
"00953628","MICROBIAL ECOLOGY","A1"
"00953997","ADMINISTRATION & SOCIETY","A1"
"00954470","JOURNAL OF PHONETICS","B2"
"00954616","APPLIED MATHEMATICS & OPTIMIZATION","A2"
"00956562","AVIATION, SPACE, AND ENVIRONMENTAL MEDICINE","A2"
"00958956","JOURNAL OF COMBINATORIAL THEORY. SERIES B (PRINT)","A1"
"00958964","THE JOURNAL OF ENVIRONMENTAL EDUCATION","A2"
"00958972","JOURNAL OF COORDINATION CHEMISTRY","B2"
"00958972","JOURNAL OF COORDINATION CHEMISTRY (PRINT)","B1"
"00959782","JOURNAL OF SOLUTION CHEMISTRY","B1"
"00961191","JOURNAL OF FORAMINIFERAL RESEARCH","A2"
"00961523","JOURNAL OF EXPERIMENTAL PSYCHOLOGY. HUMAN PERCEPTION AND PERFORMANCE","B1"
"00963003","APPLIED MATHEMATICS AND COMPUTATION","A1"
"00963402","BULLETIN OF THE ATOMIC SCIENTISTS","B2"
"00963445","JOURNAL OF EXPERIMENTAL PSYCHOLOGY. GENERAL","A1"
"00963941","EOS (WASHINGTON, D.C.)","B1"
"0096882X","JOURNAL OF STUDIES ON ALCOHOL","B1"
"00970166","NUTRITION RESEARCH","B1"
"00973157","PROCEEDINGS OF THE ACADEMY OF NATURAL SCIENCES OF PHILADELPHIA","B2"
"00973165","JOURNAL OF COMBINATORIAL THEORY. SERIES A (PRINT)","A1"
"00973521","CLINICS","B2"
"00977403","JOURNAL OF EXPERIMENTAL PSYCHOLOGY. ANIMAL BEHAVIOR PROCESSES","A2"
"00978493","COMPUTERS & GRAPHICS","A2"
"00978507","LANGUAGE (BALTIMORE)","A1"
"0097966X","SOCIETY FOR INFORMATION DISPLAY","C "
"00979740","SIGNS (CHICAGO, ILL.)","A1"
"00979805","PEDIATRIC NURSING","A1"
"00980331","JOURNAL OF CHEMICAL ECOLOGY","A2"
"00981354","COMPUTERS & CHEMICAL ENGINEERING","A1"
"00982202","JOURNAL OF FLUIDS ENGINEERING","A2"
"00983004","COMPUTERS & GEOSCIENCES","A1"
"00983063","IEEE TRANSACTIONS ON CONSUMER ELECTRONICS","A1"
"00983500","ACM TRANSACTIONS ON MATHEMATICAL SOFTWARE","A1"
"00984108","JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH","B1"
"00985589","IEEE TRANSACTIONS ON SOFTWARE ENGINEERING","A1"
"00986151","THE JOURNAL OF THE AMERICAN OSTEOPATHIC ASSOCIATION","B1"
"00986445","CHEMICAL ENGINEERING COMMUNICATIONS (PRINT)","A1"
"00987484","JAMA (CHICAGO, ILL.)","A1"
"00987913","SERIALS REVIEW","A2"
"00988472","ENVIRONMENTAL AND EXPERIMENTAL BOTANY","A1"
"00989258","ADVANCES IN CONSUMER RESEARCH","A2"
"00989886","INTERNATIONAL JOURNAL OF CIRCUIT THEORY AND APPLICATIONS (PRINT)","A2"
"00990027","PROFESSIONAL SAFETY","B5"
"00990086","COLLEGE & RESEARCH LIBRARIES NEWS","A2"
"00991112","PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING","A2"
"00992240","APPLIED AND ENVIRONMENTAL MICROBIOLOGY (PRINT)","A1"
"00992399","JOURNAL OF ENDODONTICS","A1"
"00995355","THE LANCET (NORTH AMERICAN EDITION)","A1"
"00995444","NEMATROPICA","B1"
"01000039","CIENTIFICA: REVISTA DE AGRONOMIA","B3"
"0100008X","BOLETIM DO MUSEU BOTANICO MUNICIPAL","B4"
"01000233","REVISTA BAIANA DE SAÚDE PUBLICA","B2"
"01000233","REVISTA BAIANA DE SAÚDE PÚBLICA","B3"
"0100039X","PERSPECTIVA ECONÔMICA (UNISINOS. IMPRESSO)","B4"
"01000551","PESQUISA E PLANEJAMENTO ECONÔMICO (RIO DE JANEIRO)","B1"
"01000683","REVISTA BRASILEIRA DE CIÊNCIA DO SOLO","A2"
"01000683","REVISTA BRASILEIRA DE CIÊNCIA DO SOLO (IMPRESSO)","A2"
"01000691","REVISTA BRASILEIRA DE BIBLIOTECONOMIA E DOCUMENTAÇ<U+F1C3>O (IMPRESSO)","B2"
"0100073X","REVISTA MÉDICA DO PARANÁ","C "
"01000845","CENTRO DE PESQUISAS DO CACAU. BOLETIM TECNICO","C "
"01000888","REVISTA LETRAS (CURITIBA)","A2"
"01001248","NAVIGATOR (RIO DE JANEIRO)","B2"
"01001248","NAVIGATOR. SUBSÍDIOS PARA A HISTÓRIA MARÍTIMA DO BRASIL","B3"
"01001302","REVISTA DE MEDICINA DA UNIVERSIDADE FEDERAL DO CEARÁ","B4"
"01001485","CORROS<U+F1C3>O E PROTEÇ<U+F1C3>O","B3"
"01001574","CADERNOS DE PESQUISA (FUNDAÇ<U+F1C3>O CARLOS CHAGAS)","B3"
"01001574","CADERNOS DE PESQUISA (FUNDAÇ<U+F1C3>O CARLOS CHAGAS. IMPRESSO)","A1"
"01001655","ALTER: REVISTA DE ESTUDOS PSICANALÍTICOS","B4"
"01001736","REVISTA DO TRIBUNAL REGIONAL DO TRABALHO DA 8A. REGI<U+F1C3>O","C "
"01001922","ANAIS DA BIBLIOTECA NACIONAL","B5"
"01001965","CIÊNCIA DA INFORMAÇ<U+F1C3>O (IMPRESSO)","B1"
"01001981","REVISTA DE PROCESSO","B1"
"0100199X","BIB REVISTA BRASILEIRA DE INFORMACAO BIBLIOGRAFICA EM CIENCIAS SOCIAIS","B4"
"0100204X","PESQUISA AGROPECUÁRIA BRASILEIRA","B1"
"0100204X","PESQUISA AGROPECUÁRIA BRASILEIRA (1977. IMPRESSA)","B1"
"01002104","ELETRICIDADE MODERNA","B4"
"01002171","REVISTA BRASILEIRA DE CIRURGIA DA CABEÇA E PESCOÇO (IMPRESSO)","B4"
"01002244","ARQUIVO E ADMINISTRAÇ<U+F1C3>O","B1"
"01002430","REVISTA BRASILEIRA DE MEDICINA VETERINÁRIA","A2"
"01002589","REVISTA BRASILEIRA DE DIREITO PROCESSUAL","B1"
"01002589","REVISTA BRASILEIRA DE DIREITO PROCESSUAL - RBDPRO","B1"
"01002589","REVISTA BRASILEIRA DE DIREITO PROCESSUAL (IMPRESSO)","B1"
"01002929","PERSPECTIVAS MÉDICAS (FMJ)","B4"
"01002945","REVISTA BRASILEIRA DE FRUTICULTURA (IMPRESSO)","B1"
"01002953","REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO DE S<U+F1C3>O PAULO","C "
"01003127","ACTA ONCOLOGICA BRASILEIRA","C "
"01003143","EDUCAÇ<U+F1C3>O E REALIDADE","A1"
"0100316X","REVISTA CAATINGA (UFERSA. IMPRESSO)","A2"
"01003232","REVISTA BRASILEIRA DE CLÍNICA E TERAPÊUTICA","B5"
"01003283","HANSENOLOGIA INTERNATIONALIS","C "
"01003283","HANSENOLOGIA INTERNATIONALIS (IMPRESSO)","B3"
"01003364","INFORME AGROPECUÁRIO (BELO HORIZONTE)","B4"
"01003437","ESTUDOS DE PSICANÁLISE","B2"
"01003437","ESTUDOS DE PSICANÁLISE (IMPRESSO)","A2"
"01003453","CIRCULAR TECNICA / INSTITUTO DE PESQUISAS E ESTUDOS FLORESTAIS","B5"
"0100350X","BRAZILIAN JOURNAL OF FOOD TECHNOLOGY","B5"
"01003518","REVISTA BRASILEIRA DE ARMAZENAMENTO","B5"
"01003569","BOLETIM DA SOCIEDADE BRASILEIRA DE MATEMÁTICA","A2"
"01003585","REVISTA DO INSTITUTO DO CEARÁ","B5"
"01003674","REVISTA DO INSTITUTO DE LATICÍNIOS CÂNDIDO TOSTES","B2"
"01003674","REVISTA DO INSTITUTO DE LATÍCINIOS CÂNDIDO TOSTES","B2"
"01003984","RADIOLOGIA BRASILEIRA","B2"
"01003984","RB. RADIOLOGIA BRASILEIRA (IMPRESSO)","B1"
"01003992","ARQUIVOS MÉDICOS DO ABC","C "
"01004042","QUIMICA NOVA","A2"
"01004042","QUÍMICA NOVA","A2"
"01004042","QUÍMICA NOVA (IMPRESSO)","A2"
"01004107","ECOSSISTEMA (UNIPINHAL)","B4"
"01004158","FITOPATOLOGIA BRASILEIRA (IMPRESSO) (CESSOU EM 2007. CONT. ISSN 1982-5676 TROPICAL PLANT PATHOLOGY (IMPRESSO))","B2"
"01004298","AGROANALYSIS (FGV)","B4"
"01004409","INFORMAÇGES ECONÔMICAS (IMPRESSO)","B4"
"0100445X","INFORME AGROPECUÁRIO","B5"
"01004557","IPEF. INSTITUTO DE PESQUISAS E ESTUDOS FLORESTAIS","B5"
"01004670","ECLÉTICA QUÍMICA (UNESP. ARARAQUARA. IMPRESSO)","B2"
"01004956","REVISTA ECONÔMICA DO NORDESTE","B2"
"0100512X","KRITERION: REVISTA DE FILOSOFIA","A1"
"01005375","PESQUISAS (INSTITUTO DE GEOCIÊNCIAS, UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL)","B2"
"01005375","PESQUISAS (INSTITUTO DE GEOCIÊNCIAS, UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL) (CESSOU EM 1999. CONT. ISSN 1518-2398 PESQUISAS EM GEOCIÊNCIAS (UFRGS. IMPRESSO))","B2"
"01005405","SUMMA PHYTOPATHOLOGICA (IMPRESSO)","B1"
"01005448","REVISTA DO TRIBUNAL REGIONAL DO TRABALHO DA 9. REGIAO","C "
"01005502","REVISTA BRASILEIRA DE EDUCAÇ<U+F1C3>O MÉDICA (IMPRESSO)","A1"
"01006045","MANUSCRITO (UNICAMP)","A1"
"01006762","REVISTA ÁRVORE","A2"
"01006762","REVISTA ÁRVORE (IMPRESSO)","A2"
"01006916","ENGENHARIA AGRÍCOLA","B1"
"01006916","ENGENHARIA AGRÍCOLA (IMPRESSO)","A2"
"01006916","ENGENHARIA AGRÍCOLA (ONLINE)","B1"
"01006932","HISTÓRIA. QUESTGES E DEBATES","B1"
"01006991","REVISTA DO COLÉGIO BRASILEIRO DE CIRURGIGES (IMPRESSO)","B1"
"0100705X","REVISTA PAULISTA DE ODONTOLOGIA","B4"
"01007203","REVISTA BRASILEIRA DE GINECOLOGIA E OBSTETRÍCIA (IMPRESSO)","B1"
"01007246","REVISTA DA PROPRIEDADE INDUSTRIAL","B4"
"01007246","REVISTA DE PROPRIEDADE INDUSTRIAL","B4"
"01007254","FEMINA (RIO DE JANEIRO)","B3"
"0100736X","PESQUISA VETERINÁRIA BRASILEIRA","A2"
"0100736X","PESQUISA VETERINÁRIA BRASILEIRA (IMPRESSO)","A2"
"01007386","REVISTA BRASILEIRA DE CIÊNCIAS MECÂNICAS","B1"
"01007467","AGROPECUÁRIA TÉCNICA (UFPB)","B4"
"01007653","REVISTA NORDESTINA DE BIOLOGIA","B3"
"01007912","GEOGRAFIA (RIO CLARO. IMPRESSO)","B1"
"01008137","SÉRIE TÉCNICA - INSTITUTO DE PESQUISAS E ESTUDOS FLORESTAIS","B4"
"01008307","CIÊNCIA E NATURA","B2"
"01008358","PLANTA DANINHA","B1"
"01008358","PLANTA DANINHA (IMPRESSO)","B1"
"01008404","REVISTA BRASILEIRA DE BOTÂNICA (IMPRESSO)","B1"
"01008455","BRAZILIAN JOURNAL OF GENETICS (IMPRESSO)","A1"
"01008501","PESQUISA AGROPECUÁRIA PERNAMBUCANA","B5"
"01008587","RELIGI<U+F1C3>O E SOCIEDADE","A1"
"01008692","ARQUIVOS BRASILEIROS DE PSICOLOGIA","A2"
"0100879X","BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH","A2"
"0100879X","BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH (IMPRESSO)","A2"
"01009079","DIREITO & JUSTIÇA (PORTO ALEGRE. IMPRESSO)","B5"
"01009087","REVISTA ABRAVA","C "
"0100929X","REVISTA DO INSTITUTO GEOLÓGICO","B3"
"01009761","BOLETIM DE GEOGRAFIA TEORÉTICA","C "
"01010395","REVISTA DA SOCIEDADE PAULISTA DE ORTODONTIA (CESSOU EM 1968. CONT.0030-5944 ORTODONTIA)","B4"
"01010522","LAES/HAES","B3"
"01010794","REVISTA C & I. CONTROLE & INSTRUMENTAÇ<U+F1C3>O","B5"
"01010913","REVISTA DO CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS, UNIVERSIDADE FEDERAL DE SANTA MARIA","B4"
"01010913","REVISTA DO CENTRO DE CIÊNCIAS SOCIAIS E HUMANAS. UNIVERSIDADE FEDERAL DE SANTA MARIA (CESSOU EM 1983)","B4"
"01011138","TÉCNICOURO (NOVO HAMBURGO)","B4"
"01011235","REVISTA DO MINISTÉRIO PÚBLICO CATARINENSE","C "
"01011480","REVISTA DA PROCURADORIA GERAL DO ESTADO DO RIO GRANDE DO SUL","C "
"01011669","TENDENCIAS DO TRABALHO","C "
"01011723","ENSAIOS FEE (IMPRESSO)","B2"
"01011766","PROJETO (S<U+F1C3>O PAULO)","B5"
"01011774","REVISTA DE ODONTOLOGIA DA UNESP (IMPRESSO)","B1"
"01011812","SIGNO (UNISC. IMPRESSO)","B1"
"0101191X","ÂNGULO (FATEA. IMPRESSO)","B4"
"01012061","CIÊNCIA E TECNOLOGIA DE ALIMENTOS (IMPRESSO)","A2"
"01012096","REVISTA DE DIREITO DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO","C "
"01012568","INFORMAÇGES FIPE (IMPRESSO)","B4"
"01012657","COMUNICAÇ<U+F1C3>O & SOCIEDADE (METODISTA)","A2"
"01012789","TRADUÇ<U+F1C3>O & COMUNICAÇ<U+F1C3>O: REVISTA BRASILEIRA DE TRADUTORES","B5"
"01012789","TRADUÇ<U+F1C3>O E COMUNICAÇ<U+F1C3>O: REVISTA BRASILEIRA DE TRADUTORES","B5"
"01012800","JORNAL BRASILEIRO DE NEFROLOGIA","B1"
"01012908","PERSPECTIVA (EREXIM)","B2"
"01012940","SÉRIE ESTUDOS E PESQUISAS","B2"
"0101305X","COMUM (FACHA)","B5"
"01013106","IDE (S<U+F1C3>O PAULO)","A2"
"01013106","IDE (S<U+F1C3>O PAULO. IMPRESSO)","A2"
"01013122","REVISTA BRASILEIRA DE SEMENTES (IMPRESSO)","B2"
"01013130","ESTUDOS TEOLÓGICOS","A2"
"01013157","REVISTA DE ECONOMIA POLÍTICA","A2"
"01013157","REVISTA DE ECONOMIA POLÍTICA (IMPRESSO)","A1"
"01013173","TRANS/FORM/AÇ<U+F1C3>O","A2"
"01013173","TRANS/FORM/AÇ<U+F1C3>O (UNESP. MARÍLIA. IMPRESSO)","A2"
"01013211","CADERNOS FUNDAP","C "
"0101322X","REVISTA DE CIÊNCIAS BIOMÉDICAS","C "
"01013262","CADERNOS CEDES (IMPRESSO)","A1"
"01013262","CADERNOS DO CEDES (UNICAMP)","A1"
"01013289","REVISTA BRASILEIRA DE CIÊNCIAS DO ESPORTE","A1"
"01013300","NOVOS ESTUDOS CEBRAP (IMPRESSO)","A1"
"01013300","NOVOS ESTUDOS. CEBRAP","A2"
"01013335","LETRAS DE HOJE","B1"
"01013335","LETRAS DE HOJE (IMPRESSO)","A2"
"01013424","CADERNOS DE HISTÓRIA E FILOSOFIA DA CIÊNCIA (UNICAMP)","B1"
"01013459","PERSPECTIVAS (S<U+F1C3>O PAULO)","B2"
"01013459","PERSPECTIVAS : REVISTA DE CIÊNCIAS SOCIAIS (UNESP. ARARAQUARA. IMPRESSO)","B2"
"01013459","PERSPECTIVAS: REVISTA DE CIÊNCIAS SOCIAIS (UNESP. ARARAQUARA. IMPRESSO)","B4"
"01013505","REVISTA DE LETRAS (UNESP. IMPRESSO)","A2"
"01013742","SEMINA (LONDRINA)","B1"
"01014064","ESTUDOS IBERO-AMERICANOS (PUCRS. IMPRESSO)","A2"
"01014161","ESTUDOS ECONÔMICOS (S<U+F1C3>O PAULO. IMPRESSO)","B1"
"01014161","ESTUDOS ECONÔMICOS (USP. IMPRESSO)","B1"
"01014218","DIGESTO ECONÔMICO","C "
"01014269","PROBLEMAS BRASILEIROS (S<U+F1C3>O PAULO)","C "
"01014315","CARTA MENSAL - CONSELHO TÉCNICO DA CONFEDERAÇ<U+F1C3>O NACIONAL DO COMÉRCIO","C "
"01014366","REVISTA DO INSTITUTO HISTÓRICO E GEOGRÁFICO BRASILEIRO","A2"
"01014366","REVISTA DO INSTITUTO HISTÓRICO E GEOGRAPHICO BRAZILEIRO","A1"
"01014617","MÍMESIS (UNESP. S<U+F1C3>O JOSÉ DO RIO PRETO)","B5"
"0101465X","EDUCAÇ<U+F1C3>O (PORTO ALEGRE)","A2"
"01014713","ANAIS DO MUSEU PAULISTA (PRINT)","A1"
"01014714","ANAIS DO MUSEU PAULISTA: HISTÓRIA, CULTURA E MATERIAL (IMPRESSO)","A1"
"01014838","TEMPO PSICANALÍTICO","A2"
"01014846","ILHA DO DESTERRO (UFSC)","A1"
"01014862","LÍNGUA E LITERATURA (USP)","B2"
"01015001","REVISTA DE ENSINO DE ENGENHARIA","B2"
"01015273","OIKOS (VIÇOSA, MG)","B3"
"01015303","ESTUDOS TECNOLÓGICOS (UNISINOS. IMPRESSO)","B4"
"01015311","REVISTA DA ASSOCIAÇ<U+F1C3>O BRASILEIRA DE PSIQUIATRIA","A2"
"01015397","PETRO & QUIMICA","B3"
"01015397","PETRO & QUÍMICA","B3"
"01015397","PETRO E QUÍMICA","B4"
"0101546X","ESTUDOS AFRO-ASIÁTICOS (UCAM. IMPRESSO)","B1"
"01015532","CARTA CEPRO","B5"
"01015575","REVISTA HCPA (UFRGS. IMPRESSO)","B2"
"01015818","CADERNOS DE SEGURO","C "
"01015842","REVISTA SAÚDE (UFRN)","B5"
"01015907","REVISTA PARAENSE DE MEDICINA","B3"
"01016040","REVISTA DAE","B2"
"01016067","ARQUIVOS MÉDICOS DOS HOSPITAIS E DA FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA DE S. PAULO","B4"
"01016067","ARQUIVOS MÉDICOS DOS HOSPITAIS E DA FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA DE S<U+F1C3>O PAULO (IMPRESSO)","B4"
"01016083","REVISTA DE PSIQUIATRIA CLÍNICA (S<U+F1C3>O PAULO. IMPRESSO)","B1"
"01016083","REVISTA DE PSIQUIATRIA CLÍNICA (USP. IMPRESSO)","B3"
"01016342","REVISTA DO MINISTÉRIO PÚBLICO (RIO GRANDE DO SUL)","B5"
"01016628","SERVIÇO SOCIAL & SOCIEDADE","A1"
"01017004","ÁGUAS SUBTERRÂNEAS (S<U+F1C3>O PAULO)","B2"
"01017012","REVISTA DE ECONOMETRIA","B1"
"01017071","REVISTA TEXTIL","B3"
"0101708X","BOLETIM GOIANO DE GEOGRAFIA","A1"
"01017136","INTER-AÇ<U+F1C3>O (GOIÂNIA)","B2"
"01017136","INTER-AÇ<U+F1C3>O (UFG. IMPRESSO)","B1"
"01017160","REVISTA DO TRIBUNAL DE CONTAS DO ESTADO DO PARANÁ","B5"
"01017187","REVISTA DA FACULDADE DE DIREITO DA UFG","A2"
"01017276","SINOPSE ECONÔMICA","C "
"01017284","REVISTA DO EXÉRCITO BRASILEIRO","B5"
"01017322","REVISTA DO TRIBUNAL DE CONTAS. ESTADO DO MATO GROSSO DO SUL","C "
"01017330","EDUCAÇ<U+F1C3>O & SOCIEDADE (IMPRESSO)","A1"
"01017330","EDUCAÇ<U+F1C3>O E SOCIEDADE","A1"
"01017438","PESQUISA OPERACIONAL","B3"
"01017438","PESQUISA OPERACIONAL (IMPRESSO)","A2"
"01017497","REVISTA DO ADVOGADO","B4"
"0101756X","EDUCAÇ<U+F1C3>O AGRÍCOLA SUPERIOR","B4"
"01017659","REVISTA BRASILEIRA DE APLICAÇGES DE VÁCUO","B3"
"01017659","REVISTA BRASILEIRA DE APLICAÇGES DE VÁCUO (IMPRESSO)","B3"
"01017772","GED. GASTROENTEROLOGIA E ENDOSCOPIA DIGESTIVA","B1"
"01017780","CADERNO CEDEC","B2"
"01017888","BOLETIM GAÚCHO DE GEOGRAFIA","B1"
"01017934","BOLETIM (CENTRO DE ESTUDOS PORTUGUESES, FACULDADE DE LETRAS DA UFMG) (CESSOU EM 2000. CONT. ISSN 1676-515X REVISTA DO CENTRO DE ESTUDOS PORTUGUESES (UFMG. BELO HORIZONTE)","B3"
"01017950","REVISTA DO IMESC","C "
"01018027","AJURIS (PORTO ALEGRE)","B1"
"01018051","REVISTA DE LETRAS (FORTALEZA)","B1"
"01018108","REVISTA DE PSIQUIATRIA DO RIO GRANDE DO SUL (IMPRESSO)","A2"
"01018175","REVISTA BRASILEIRA DE ZOOLOGIA (ONLINE)","B1"
"01018191","REVISTA TECNOLOGIA (UNIFOR)","B5"
"01018205","COMPUTATIONAL & APPLIED MATHEMATICS","B1"
"01018205","MATEMÁTICA APLICADA E COMPUTACIONAL (CESSOU EM 1997. CONT. ISSN 1807-0302 COMPUTATIONAL & APPLIED MATHEMATICS)","B1"
"0101823X","REVISTA DE PREVIDÊNCIA SOCIAL","C "
"01018418","REVISTA DA FACULDADE DE ODONTOLOGIA DA UNIVERSIDADE FEDERAL DA BAHIA","B4"
"01018434","REB. REVISTA ECLESIASTICA BRASILEIRA","B2"
"01018434","REB. REVISTA ECLESIÁSTICA BRASILEIRA","B2"
"01018469","REVISTA BRASILEIRA DE NEUROLOGIA","B3"
"01018515","CIÊNCIA HOJE","B2"
"01018698","UNILETRAS (UEPG. IMPRESSO)","B2"
"01018701","TÓPICOS EDUCACIONAIS","B3"
"01018841","SITIENTIBUS (UEFS)","B5"
"01018868","REVISTA DE DOUTRINA E JURISPRUDÊNCIA","C "
"01018876","REVISTA PESQUISA E TECNOLOGIA FEI","C "
"01018981","REVISTA BRASILEIRA DE ADMINISTRAÇ<U+F1C3>O DA EDUCAÇ<U+F1C3>O","B1"
"01019031","EDUCAÇ<U+F1C3>O (UFSM)","A1"
"01019074","HISTÓRIA (S<U+F1C3>O PAULO)","A1"
"01019082","GEOCIÊNCIAS (S<U+F1C3>O PAULO. IMPRESSO)","B1"
"01019082","GEOCIÊNCIAS (UNESP. IMPRESSO)","B1"
"01019163","A HORA VETERINÁRIA","B4"
"01019171","HIGIENE ALIMENTAR","B3"
"01019228","CIÊNCIA E SOCIEDADE","B2"
"0101949X","JUSTITIA (S<U+F1C3>O PAULO)","B5"
"01019546","REVISTA CIÊNCIAS DA SAÚDE (UFSC)","B5"
"01019562","SEQUÊNCIA (UFSC)","A1"
"01019570","TRAVESSIA (UFSC)","B2"
"01019589","REVISTA DE CIÊNCIAS HUMANAS","B3"
"01019589","REVISTA DE CIÊNCIAS HUMANAS (UFSC)","B2"
"01019635","LEOPOLDIANUM (UNISANTOS)","B4"
"01019759","ANUÁRIO DO INSTITUTO DE GEOCIÊNCIAS (RIO DE JANEIRO)","B1"
"01019759","ANUÁRIO DO INSTITUTO DE GEOCIÊNCIAS (UFRJ. IMPRESSO)","B1"
"01019848","BOLETIM DA ASSOCIAÇ<U+F1C3>O BRASILEIRA DE EDUCAÇ<U+F1C3>O MÉDICA","C "
"01019910","SALUSVITA: REVISTA DA AREA DE CIENCIAS BIOLOGICAS E DA SAUDE","B4"
"01020188","REVISTA BRASILEIRA DE HISTÓRIA","A1"
"01020188","REVISTA BRASILEIRA DE HISTÓRIA (IMPRESSO)","A1"
"01020242","COMUNICARTE","B3"
"01020250","LETRAS (CAMPINAS)","C "
"01020269","REFLEX<U+F1C3>O (PUCCAMP)","B3"
"01020323","BOLETIM DO CENTRO DE PESQUISA E PROCESSAMENTO DE ALIMENTOS (IMPRESSO)","B1"
"01020374","ANÁLISE CONJUNTURAL - IPARDES","B5"
"01020382","REVISTA DO CLUBE NAVAL","C "
"01020420","REVISTA DE ARQUEOLOGIA (SOCIEDADE DE ARQUEOLOGIA BRASILEIRA. IMPRESSO)","A2"
"01020471","AMAE EDUCANDO","B2"
"01020536","HORTICULTURA BRASILEIRA","B1"
"01020536","HORTICULTURA BRASILEIRA (IMPRESSO)","B1"
"0102065X","MINAS GERAIS. SUPLEMENTO LITERÁRIO","C "
