"TITULO","TIPO","ISSN","SJR","INDICE_H"
"Modern Judaism","journal"," 02761114",0.14,"12"
"Muqarnas","journal","09210326",0.14,"17"
"Muqarnas","journal"," 07322992",0.14,"17"
"Muziki","journal","1753593X",0.14,"5"
"Muziki","journal"," 18125980",0.14,"5"
"Ocean and Polar Research","journal","1598141X",0.14,"13"
"Ochrona Srodowiska i Zasobow Naturalnych","journal","12307831",0.14,"3"
"Ochrona Srodowiska i Zasobow Naturalnych","journal"," 23538589",0.14,"3"
"Postepy Psychiatrii i Neurologii","journal","12302813",0.14,"6"
"Postmodern Culture","journal","10531920",0.14,"8"
"Practice Nurse","trade journal","09536612",0.14,"5"
"Punk and Post-Punk","journal","20443706",0.14,"2"
"Punk and Post-Punk","journal"," 20441983",0.14,"2"
"Regional and Sectoral Economic Studies","journal","15784460",0.14,"10"
"Revue d'Economie Politique","journal","03732630",0.14,"12"
"Rossijskaja Arheologija","journal","08696063",0.14,"2"
"Second Language Learning and Teaching","book series","21937648",0.14,"7"
"SEL - Studies in English Literature","journal","00393657",0.14,"14"
"SEL - Studies in English Literature","journal"," 15229270",0.14,"14"
"Singapore Dental Journal","journal","03775291",0.14,"10"
"Social Work and Social Sciences Review","journal","17466105",0.14,"9"
"Social Work and Social Sciences Review","journal"," 09535225",0.14,"9"
"Studi Emigrazione","journal","00392936",0.14,"11"
"Supplements to the Journal for the Study of Judaism","book series","13842161",0.14,"11"
"Swiss Bulletin for Applied Geology","journal","16641884",0.14,"9"
"Transactions of Japanese Society for Medical and Biological Engineering","journal","18814379",0.14,"6"
"Transactions of Japanese Society for Medical and Biological Engineering","journal"," 1347443X",0.14,"6"
"Trziste","journal","03534790",0.14,"5"
"Uspekhi Fiziologicheskikh Nauk","journal","03011798",0.14,"13"
"Vibrations in Physical Systems","journal","08606897",0.14,"5"
"WIT Transactions on the Built Environment","conference and proceedings","17433509",0.14,"22"
"Zeitschrift fur Angewandte Linguistik","journal","14339889",0.14,"2"
"Zeitschrift fur Angewandte Linguistik","journal"," 21900191",0.14,"2"
"Advances in Consumer Research","journal","00989258",0.139,"23"
"Advances in Science, Technology and Engineering Systems","journal","24156698",0.139,"7"
"Allgemeine Zeitschrift fur Philosophie","journal","03407969",0.139,"2"
"American Society of Mechanical Engineers, Fluids Engineering Division (Publication) FED","conference and proceedings","08888116",0.139,"24"
"ANAE - Approche Neuropsychologique des Apprentissages chez l'Enfant","journal","0999792X",0.139,"11"
"Archives Juives","journal","19650531",0.139,"3"
"Archives Juives","journal"," 00039837",0.139,"3"
"Arizona Quarterly","journal","00041610",0.139,"2"
"Arizona Quarterly","journal"," 15589595",0.139,"2"
"Asian Journal of Clinical Nutrition","journal","20772033",0.139,"11"
"Asian Journal of Clinical Nutrition","journal"," 19921470",0.139,"11"
"Asian Journal of Pharmaceutical and Clinical Research","journal","09742441",0.139,"30"
"Asian Journal of Pharmaceutical and Clinical Research","journal"," 24553891",0.139,"30"
"Biomedical Research (India)","journal","0970938X",0.139,"19"
"Bioscene","journal","15392422",0.139,"6"
"Canadian journal of cardiovascular nursing = Journal canadien en soins infirmiers cardio-vasculaires","journal","08436096",0.139,"15"
"Church History and Religious Culture","journal","1871241X",0.139,"8"
"Church History and Religious Culture","journal"," 18712428",0.139,"8"
"Contemporary Education Dialogue","journal","09731849",0.139,"4"
"Contemporary Education Dialogue","journal"," 22495320",0.139,"4"
"Craft Research","journal","20404697",0.139,"4"
"Craft Research","journal"," 20404689",0.139,"4"
"Cultura, Lenguaje y Representacion","journal","16977750",0.139,"3"
"Current Respiratory Medicine Reviews","journal","1573398X",0.139,"12"
"Daphnis","journal","18796583",0.139,"4"
"Daphnis","journal"," 0300693X",0.139,"4"
"Dirasat: Human and Social Sciences","journal","10263721",0.139,"3"
"Early Modern Women","journal","19330065",0.139,"2"
"Early Modern Women","journal"," 21519846",0.139,"2"
"Encyclopaideia","journal","18258670",0.139,"3"
"Encyclopaideia","journal"," 1590492X",0.139,"3"
"ESSACHESS - Journal for Communication Studies","journal","1775352X",0.139,"4"
"ESSACHESS - Journal for Communication Studies","journal"," 20665083",0.139,"4"
"Etudes Mongoles et Siberiennes, Centrasiatiques et Tibetaines","journal","07665075",0.139,"3"
"Etudes Mongoles et Siberiennes, Centrasiatiques et Tibetaines","journal"," 21010013",0.139,"3"
"European Oncology and Haematology","journal","20455275",0.139,"6"
"European Oncology and Haematology","journal"," 20455283",0.139,"6"
"European Review of History/Revue Europeenne d'Histoire","journal","13507486",0.139,"11"
"European Review of History/Revue Europeenne d'Histoire","journal"," 14698293",0.139,"11"
"European Transport - Trasporti Europei","journal","18253997",0.139,"18"
"Folklore","journal","0015587X",0.139,"16"
"Folklore","journal"," 14698315",0.139,"16"
"Fruit Growing Research","journal","23443723",0.139,"3"
"Fruit Growing Research","journal"," 22860304",0.139,"3"
"German Quarterly, The","journal","00168831",0.139,"10"
"Global Media Journal","journal","15507521",0.139,"7"
"Halteres","journal","09731555",0.139,"3"
"Halteres","journal"," 23487372",0.139,"3"
"International Journal of Agricultural Management","journal","20473710",0.139,"3"
"International Journal of Information Security and Privacy","journal","19301650",0.139,"12"
"International Journal of Information Security and Privacy","journal"," 19301669",0.139,"12"
"International Journal of Men's Health","journal","19330278",0.139,"23"
"International Journal of Men's Health","journal"," 15326306",0.139,"23"
"International Journal of Nano and Biomaterials","journal","17528941",0.139,"11"
"International Journal of Nano and Biomaterials","journal"," 17528933",0.139,"11"
"International Journal of Software Engineering and its Applications","journal","17389984",0.139,"20"
"International Journal of Tourism Anthropology","journal","17590450",0.139,"2"
"International Journal of Tourism Anthropology","journal"," 17590442",0.139,"2"
"International Journal of Work Innovation","journal","20439032",0.139,"5"
"International Journal of Work Innovation","journal"," 20439040",0.139,"5"
"International Musculoskeletal Medicine","journal","17536154",0.139,"5"
"International Musculoskeletal Medicine","journal"," 17536146",0.139,"5"
"IPSJ Transactions on System LSI Design Methodology","journal","18826687",0.139,"12"
"Istanbul University - Journal of Electrical and Electronics Engineering","journal","13030914",0.139,"10"
"Journal de la Societe des Oceanistes","journal","17607256",0.139,"7"
"Journal de la Societe des Oceanistes","journal"," 0300953X",0.139,"7"
"Journal of Comparative Politics","journal","13381385",0.139,"2"
"Journal of Contemporary Drama in English","journal","21950156",0.139,"3"
"Journal of Contemporary Drama in English","journal"," 21950164",0.139,"3"
"Journal of Experimental Stroke and Translational Medicine","journal","1939067X",0.139,"8"
"Journal of Near Eastern Studies","journal","00222968",0.139,"16"
"Journal of Near Eastern Studies","journal"," 15456978",0.139,"16"
"Journal of Operations and Supply Chain Management","journal","19843046",0.139,"2"
"Journal of Research on the Lepidoptera","journal","21565457",0.139,"2"
"Journal of Research on the Lepidoptera","journal"," 00224324",0.139,"2"
"Journal of the National Science Foundation of Sri Lanka","journal","13914588",0.139,"16"
"Korean Journal of Microbiology","journal","04402413",0.139,"10"
"Lengua y Habla","journal","2244811X",0.139,"3"
"Lengua y Habla","journal"," 13161180",0.139,"3"
"Magyar Pszichologiai Szemle","journal","00250279",0.139,"6"
"Magyar Pszichologiai Szemle","journal"," 15882799",0.139,"6"
"Malaysian Journal of Microscopy","journal","18237010",0.139,"3"
"Medicine, Conflict and Survival","journal","13623699",0.139,"19"
"Medicine, Conflict and Survival","journal"," 17439396",0.139,"19"
"Modelling, Measurement and Control C","journal","12595977",0.139,"7"
"MolBank","journal","14228599",0.139,"6"
"Organisational and Social Dynamics","journal","14742780",0.139,"1"
"Organisational and Social Dynamics","journal"," 20443765",0.139,"1"
"Oriens","journal","18778372",0.139,"7"
"Oriens","journal"," 00786527",0.139,"7"
"Pediatria Polska","journal","00313939",0.139,"10"
"Pharmaceutical Care and Research","journal","16712838",0.139,"8"
"Pharmacopeial Forum","journal","03634655",0.139,"17"
"Praxis Educativa","journal","18094031",0.139,"2"
"Praxis Educativa","journal"," 18094309",0.139,"2"
"Prilozi Instituta za Arheologiju","journal","13300644",0.139,"8"
"Religio","journal","12103640",0.139,"5"
"Religion and Human Rights","journal","18710328",0.139,"9"
"Religion and Human Rights","journal"," 1871031X",0.139,"9"
"Religion and Society","journal","21509298",0.139,"3"
"Religion and Society","journal"," 21509301",0.139,"3"
"Revista Cientifica de la Sociedad Espanola de Enfermeria Neurologica","journal","20135246",0.139,"3"
"Revista Cientifica de la Sociedad Espanola de Enfermeria Neurologica","journal"," 21739153",0.139,"3"
"Revista de Derecho Civil","journal","23412216",0.139,"2"
"Revista de Filosofia","journal","07981171",0.139,"4"
"Revista de Filosofia","journal"," 24779598",0.139,"4"
"Revista de la Sociedad Espanola del Dolor","journal","22546189",0.139,"14"
"Revista de la Sociedad Espanola del Dolor","journal"," 11348046",0.139,"14"
"Revista Ecuatoriana de Neurologia","journal","10198113",0.139,"4"
"Revista Portuguesa de Estomatologia, Medicina Dentaria e Cirurgia Maxilofacial","journal","16462890",0.139,"7"
"Revista Portuguesa de Estomatologia, Medicina Dentaria e Cirurgia Maxilofacial","journal"," 16476700",0.139,"7"
"Romani Studies","journal","15280748",0.139,"7"
"Russian Education and Society","journal","15580423",0.139,"7"
"Russian Education and Society","journal"," 10609393",0.139,"7"
"Sang Thrombose Vaisseaux","journal","09997385",0.139,"8"
"Sang Thrombose Vaisseaux","journal"," 19506104",0.139,"8"
"Sententiae","journal","20756461",0.139,"2"
"Sententiae","journal"," 23088915",0.139,"2"
"Sixteenth Century Journal","journal","03610160",0.139,"13"
"Studia Phaenomenologica","journal","20690061",0.139,"5"
"Studia Phaenomenologica","journal"," 15825647",0.139,"5"
"Studies in French Cinema","journal","17589517",0.139,"11"
"Studies in French Cinema","journal"," 14715880",0.139,"11"
"Studies in History","journal","02576430",0.139,"11"
"Studies in History","journal"," 0973080X",0.139,"11"
"Svensk Teologisk Kvartalskrift","journal","00396761",0.139,"2"
"Urologia Colombiana","journal","0120789X",0.139,"3"
"Visual Anthropology","journal","08949468",0.139,"15"
"Visual Anthropology","journal"," 15455920",0.139,"15"
"Visual Ethnography","journal","24999288",0.139,"3"
"Visual Ethnography","journal"," 22811605",0.139,"3"
"World Review of Political Economy","journal","20428928",0.139,"2"
"World Review of Political Economy","journal"," 2042891X",0.139,"2"
"Zeitschrift fur Philosophische Forschung","journal","00443301",0.139,"5"
"Zeitschrift fur Rechtssoziologie","journal","01740202",0.139,"1"
"Zeitschrift fur Rechtssoziologie","journal"," 23660392",0.139,"1"
"Acta Mathematica Academiae Paedagogicae Nyiregyhaziensis","journal","08660182",0.138,"13"
"Acta Mathematica Academiae Paedagogicae Nyiregyhaziensis","journal"," 17860091",0.138,"13"
"AgBioForum","journal","1522936X",0.138,"40"
"Anglia","journal","03405222",0.138,"9"
"Annals of Science","journal","1464505X",0.138,"17"
"Annals of Science","journal"," 00033790",0.138,"17"
"ASEAN Engineering Journal","journal","25869159",0.138,"1"
"Asia Communications and Photonics Conference, ACP","conference and proceedings","2162108X",0.138,"9"
"Asian Journal of Agricultural Research","journal","18191894",0.138,"12"
"Biomedical Photonics","journal","24139432",0.138,"5"
"Bridge","journal","07376278",0.138,"4"
"Chinese Journal of Infection and Chemotherapy","journal","10097708",0.138,"10"
"Ciencia da Informacao","journal","01001965",0.138,"11"
"Ciencia y Enfermeria","journal","07172079",0.138,"13"
"Ciencia y Enfermeria","journal"," 07179553",0.138,"13"
"Classical World","journal","00098418",0.138,"11"
"Classical World","journal"," 15589234",0.138,"11"
"Communications in Mathematical Analysis","journal","19389787",0.138,"9"
"Confluenze","journal","20360967",0.138,"1"
"Contributii Botanice","journal","00699616",0.138,"2"
"Contributii Botanice","journal"," 20673094",0.138,"2"
"Critical Philosophy of Race","journal","21658692",0.138,"3"
"Critical Philosophy of Race","journal"," 21658684",0.138,"3"
"Ecology, Environment and Conservation","journal","0971765X",0.138,"12"
"Egyptian Journal of Ear, Nose, Throat and Allied Sciences","journal","20900740",0.138,"7"
"Egyptian Journal of Ear, Nose, Throat and Allied Sciences","journal"," 20903405",0.138,"7"
"Farmaceutski Glasnik","journal","00148202",0.138,"5"
"Fluminensia","journal","03534642",0.138,"4"
"FMC Formacion Medica Continuada en Atencion Primaria","journal","11342072",0.138,"6"
"Global Media Journal, Canadian Edition","journal","1918591X",0.138,"4"
"Global Media Journal, Canadian Edition","journal"," 19185901",0.138,"4"
"gulf journal of oncology, The","journal","20782101",0.138,"9"
"Indian Journal of Forensic Medicine and Toxicology","journal","09739122",0.138,"8"
"Indian Journal of Forensic Medicine and Toxicology","journal"," 09739130",0.138,"8"
"Isegoria","journal","19888376",0.138,"6"
"Isegoria","journal"," 11302097",0.138,"6"
"Islam - Zeitschrift fur Geschichte und Kultur des Islamischen Orients","journal","16130928",0.138,"12"
"Islam - Zeitschrift fur Geschichte und Kultur des Islamischen Orients","journal"," 00211818",0.138,"12"
"Journal for Vascular Ultrasound","journal","15443175",0.138,"12"
"Journal for Vascular Ultrasound","journal"," 15443167",0.138,"12"
"Journal of Information Technology Teaching Cases","journal","20438869",0.138,"4"
"Journal of Integrated Circuits and Systems","journal","18071953",0.138,"11"
"Journal of Integrated Circuits and Systems","journal"," 18720234",0.138,"11"
"Journal of Musicology","journal","15338347",0.138,"14"
"Journal of Musicology","journal"," 02779269",0.138,"14"
"Journal of Orthomolecular Medicine","journal","08344825",0.138,"12"
